0	0.980329	0
1e-09	0.980716	1
2e-09	0.981096	1
3e-09	0.981467	1
4e-09	0.981832	1
5e-09	0.982189	1
6e-09	0.98254	1
7e-09	0.982883	1
8e-09	0.98322	1
9e-09	0.98355	1
1e-08	0.983874	1
1.1e-08	0.984191	1
1.2e-08	0.984502	1
1.3e-08	0.984807	1
1.4e-08	0.985105	1
1.5e-08	0.985398	1
1.6e-08	0.985686	1
1.7e-08	0.985967	1
1.8e-08	0.986243	1
1.9e-08	0.986514	1
2e-08	0.986779	1
2.1e-08	0.987039	1
2.2e-08	0.987294	1
2.3e-08	0.987544	1
2.4e-08	0.987789	1
2.5e-08	0.988029	1
2.6e-08	0.988265	1
2.7e-08	0.988496	1
2.8e-08	0.988722	1
2.9e-08	0.988944	1
3e-08	0.989161	1
3.1e-08	0.989374	1
3.2e-08	0.989583	1
3.3e-08	0.989788	1
3.4e-08	0.989989	1
3.5e-08	0.990186	1
3.6e-08	0.990379	1
3.7e-08	0.990568	1
3.8e-08	0.990754	1
3.9e-08	0.990936	1
4e-08	0.991114	1
4.1e-08	0.991289	1
4.2e-08	0.99146	1
4.3e-08	0.991628	1
4.4e-08	0.991793	1
4.5e-08	0.991954	1
4.6e-08	0.992113	1
4.7e-08	0.992268	1
4.8e-08	0.99242	1
4.9e-08	0.992569	1
5e-08	0.973045	0
5.1e-08	0.953904	0
5.2e-08	0.93514	0
5.3e-08	0.916745	0
5.4e-08	0.898712	0
5.5e-08	0.881034	0
5.6e-08	0.863704	0
5.7e-08	0.846714	0
5.8e-08	0.830059	0
5.9e-08	0.813731	0
6e-08	0.797724	0
6.1e-08	0.782033	0
6.2e-08	0.766649	0
6.3e-08	0.751569	0
6.4e-08	0.736785	0
6.5e-08	0.722292	0
6.6e-08	0.708084	0
6.7e-08	0.694156	0
6.8e-08	0.680501	0
6.9e-08	0.667115	0
7e-08	0.653993	0
7.1e-08	0.641128	0
7.2e-08	0.628517	0
7.3e-08	0.616154	0
7.4e-08	0.604033	0
7.5e-08	0.592152	0
7.6e-08	0.580504	0
7.7e-08	0.569085	0
7.8e-08	0.557891	0
7.9e-08	0.546916	0
8e-08	0.536158	0
8.1e-08	0.525612	0
8.2e-08	0.515273	0
8.3e-08	0.505137	0
8.4e-08	0.4952	0
8.5e-08	0.48546	0
8.6e-08	0.47591	0
8.7e-08	0.466549	0
8.8e-08	0.457371	0
8.9e-08	0.448375	0
9e-08	0.439555	0
9.1e-08	0.430909	0
9.2e-08	0.422432	0
9.3e-08	0.414123	0
9.4e-08	0.405977	0
9.5e-08	0.397991	0
9.6e-08	0.390162	0
9.7e-08	0.382487	0
9.8e-08	0.374964	0
9.9e-08	0.367588	0
1e-07	0.360357	0
1.01e-07	0.372939	1
1.02e-07	0.385274	1
1.03e-07	0.397366	1
1.04e-07	0.40922	1
1.05e-07	0.420841	1
1.06e-07	0.432234	1
1.07e-07	0.443402	1
1.08e-07	0.454351	1
1.09e-07	0.465084	1
1.1e-07	0.475606	1
1.11e-07	0.485921	1
1.12e-07	0.496034	1
1.13e-07	0.505947	1
1.14e-07	0.515665	1
1.15e-07	0.525192	1
1.16e-07	0.534532	1
1.17e-07	0.543688	1
1.18e-07	0.552664	1
1.19e-07	0.561464	1
1.2e-07	0.57009	1
1.21e-07	0.578546	1
1.22e-07	0.586837	1
1.23e-07	0.594964	1
1.24e-07	0.602931	1
1.25e-07	0.610742	1
1.26e-07	0.618399	1
1.27e-07	0.625905	1
1.28e-07	0.633264	1
1.29e-07	0.640478	1
1.3e-07	0.64755	1
1.31e-07	0.654483	1
1.32e-07	0.661279	1
1.33e-07	0.667942	1
1.34e-07	0.674474	1
1.35e-07	0.680877	1
1.36e-07	0.687155	1
1.37e-07	0.693308	1
1.38e-07	0.699341	1
1.39e-07	0.705255	1
1.4e-07	0.711053	1
1.41e-07	0.716737	1
1.42e-07	0.722309	1
1.43e-07	0.727771	1
1.44e-07	0.733126	1
1.45e-07	0.738376	1
1.46e-07	0.743522	1
1.47e-07	0.748567	1
1.48e-07	0.753513	1
1.49e-07	0.758362	1
1.5e-07	0.763115	1
1.51e-07	0.748104	0
1.52e-07	0.733388	0
1.53e-07	0.718962	0
1.54e-07	0.704819	0
1.55e-07	0.690955	0
1.56e-07	0.677364	0
1.57e-07	0.66404	0
1.58e-07	0.650977	0
1.59e-07	0.638172	0
1.6e-07	0.625619	0
1.61e-07	0.613313	0
1.62e-07	0.601248	0
1.63e-07	0.589422	0
1.64e-07	0.577827	0
1.65e-07	0.566461	0
1.66e-07	0.555318	0
1.67e-07	0.544395	0
1.68e-07	0.533686	0
1.69e-07	0.523188	0
1.7e-07	0.512897	0
1.71e-07	0.502808	0
1.72e-07	0.492917	0
1.73e-07	0.483221	0
1.74e-07	0.473716	0
1.75e-07	0.464398	0
1.76e-07	0.455263	0
1.77e-07	0.446307	0
1.78e-07	0.437528	0
