1.79e-07	0.428922	0
1.8e-07	0.420485	0
1.81e-07	0.412213	0
1.82e-07	0.404105	0
1.83e-07	0.396156	0
1.84e-07	0.388363	0
1.85e-07	0.380724	0
1.86e-07	0.373235	0
1.87e-07	0.365893	0
1.88e-07	0.358696	0
1.89e-07	0.35164	0
1.9e-07	0.344723	0
1.91e-07	0.337942	0
1.92e-07	0.331295	0
1.93e-07	0.324778	0
1.94e-07	0.318389	0
1.95e-07	0.312126	0
1.96e-07	0.305987	0
1.97e-07	0.299968	0
1.98e-07	0.294067	0
1.99e-07	0.288283	0
2e-07	0.282612	0
2.01e-07	0.296723	1
2.02e-07	0.310557	1
2.03e-07	0.324119	1
2.04e-07	0.337414	1
2.05e-07	0.350447	1
2.06e-07	0.363225	1
2.07e-07	0.37575	1
2.08e-07	0.38803	1
2.09e-07	0.400068	1
2.1e-07	0.411869	1
2.11e-07	0.423438	1
2.12e-07	0.434779	1
2.13e-07	0.445897	1
2.14e-07	0.456797	1
2.15e-07	0.467482	1
2.16e-07	0.477957	1
2.17e-07	0.488226	1
2.18e-07	0.498293	1
2.19e-07	0.508162	1
2.2e-07	0.517836	1
2.21e-07	0.527321	1
2.22e-07	0.536619	1
2.23e-07	0.545734	1
2.24e-07	0.554669	1
2.25e-07	0.563429	1
2.26e-07	0.572017	1
2.27e-07	0.580436	1
2.28e-07	0.588689	1
2.29e-07	0.59678	1
2.3e-07	0.604711	1
2.31e-07	0.612487	1
2.32e-07	0.620109	1
2.33e-07	0.627582	1
2.34e-07	0.634908	1
2.35e-07	0.642089	1
2.36e-07	0.64913	1
2.37e-07	0.656032	1
2.38e-07	0.662798	1
2.39e-07	0.669431	1
2.4e-07	0.675933	1
2.41e-07	0.682308	1
2.42e-07	0.688557	1
2.43e-07	0.694683	1
2.44e-07	0.700689	1
2.45e-07	0.706577	1
2.46e-07	0.712348	1
2.47e-07	0.718007	1
2.48e-07	0.723554	1
2.49e-07	0.728992	1
2.5e-07	0.734323	1
2.51e-07	0.719878	0
2.52e-07	0.705717	0
2.53e-07	0.691836	0
2.54e-07	0.678227	0
2.55e-07	0.664886	0
2.56e-07	0.651807	0
2.57e-07	0.638985	0
2.58e-07	0.626416	0
2.59e-07	0.614094	0
2.6e-07	0.602015	0
2.61e-07	0.590173	0
2.62e-07	0.578563	0
2.63e-07	0.567183	0
2.64e-07	0.556026	0
2.65e-07	0.545088	0
2.66e-07	0.534366	0
2.67e-07	0.523855	0
2.68e-07	0.51355	0
2.69e-07	0.503448	0
2.7e-07	0.493545	0
2.71e-07	0.483837	0
2.72e-07	0.47432	0
2.73e-07	0.464989	0
2.74e-07	0.455843	0
2.75e-07	0.446876	0
2.76e-07	0.438086	0
2.77e-07	0.429468	0
2.78e-07	0.42102	0
2.79e-07	0.412739	0
2.8e-07	0.40462	0
2.81e-07	0.396661	0
2.82e-07	0.388858	0
2.83e-07	0.381209	0
2.84e-07	0.37371	0
2.85e-07	0.366359	0
2.86e-07	0.359153	0
2.87e-07	0.352088	0
2.88e-07	0.345162	0
2.89e-07	0.338373	0
2.9e-07	0.331717	0
2.91e-07	0.325192	0
2.92e-07	0.318795	0
2.93e-07	0.312524	0
2.94e-07	0.306376	0
2.95e-07	0.30035	0
2.96e-07	0.294442	0
2.97e-07	0.28865	0
2.98e-07	0.282972	0
2.99e-07	0.277406	0
3e-07	0.29162	1
3.01e-07	0.305554	1
3.02e-07	0.319214	1
3.03e-07	0.332606	1
3.04e-07	0.345734	1
3.05e-07	0.358603	1
3.06e-07	0.37122	1
3.07e-07	0.383589	1
3.08e-07	0.395714	1
3.09e-07	0.407601	1
3.1e-07	0.419253	1
3.11e-07	0.430677	1
3.12e-07	0.441876	1
3.13e-07	0.452855	1
3.14e-07	0.463617	1
3.15e-07	0.474168	1
3.16e-07	0.484512	1
3.17e-07	0.494652	1
3.18e-07	0.504592	1
3.19e-07	0.514337	1
3.2e-07	0.523891	1
3.21e-07	0.533256	1
3.22e-07	0.542437	1
3.23e-07	0.551438	1
3.24e-07	0.560261	1
3.25e-07	0.568911	1
3.26e-07	0.577391	1
3.27e-07	0.585704	1
3.28e-07	0.593853	1
3.29e-07	0.601843	1
3.3e-07	0.609675	1
3.31e-07	0.617353	1
3.32e-07	0.624879	1
3.33e-07	0.632258	1
3.34e-07	0.639492	1
3.35e-07	0.646583	1
3.36e-07	0.653535	1
3.37e-07	0.660351	1
3.38e-07	0.667032	1
3.39e-07	0.673581	1
3.4e-07	0.680002	1
3.41e-07	0.686297	1
3.42e-07	0.692468	1
3.43e-07	0.698517	1
3.44e-07	0.704447	1
3.45e-07	0.710261	1
3.46e-07	0.71596	1
3.47e-07	0.721548	1
3.48e-07	0.727025	1
3.49e-07	0.732395	1
3.5e-07	0.717988	0
3.51e-07	0.703865	0
3.52e-07	0.690019	0
3.53e-07	0.676446	0
3.54e-07	0.66314	0
3.55e-07	0.650095	0
3.56e-07	0.637308	0
3.57e-07	0.624771	0
3.58e-07	0.612482	0
3.59e-07	0.600434	0
3.6e-07	0.588623	0
3.61e-07	0.577044	0
3.62e-07	0.565694	0
3.63e-07	0.554566	0
3.64e-07	0.543657	0
3.65e-07	0.532963	0
3.66e-07	0.522479	0
3.67e-07	0.512202	0
3.68e-07	0.502127	0
3.69e-07	0.492249	0
3.7e-07	0.482567	0
3.71e-07	0.473074	0
3.72e-07	0.463769	0
3.73e-07	0.454646	0
3.74e-07	0.445703	0
3.75e-07	0.436935	0
3.76e-07	0.428341	0
3.77e-07	0.419915	0
3.78e-07	0.411655	0
3.79e-07	0.403557	0
3.8e-07	0.395619	0
3.81e-07	0.387837	0
3.82e-07	0.380208	0
3.83e-07	0.372729	0
3.84e-07	0.365397	0
3.85e-07	0.35821	0
3.86e-07	0.351164	0
3.87e-07	0.344256	0
3.88e-07	0.337484	0
3.89e-07	0.330846	0
3.9e-07	0.324338	0
3.91e-07	0.317958	0
3.92e-07	0.311703	0
3.93e-07	0.305572	0
3.94e-07	0.299561	0
3.95e-07	0.293669	0
3.96e-07	0.287892	0
3.97e-07	0.282229	0
3.98e-07	0.276677	0
3.99e-07	0.271235	0
4e-07	0.28557	1
4.01e-07	0.299623	1
4.02e-07	0.3134	1
4.03e-07	0.326906	1
4.04e-07	0.340146	1
4.05e-07	0.353126	1
4.06e-07	0.365851	1
4.07e-07	0.378325	1
4.08e-07	0.390553	1
4.09e-07	0.402542	1
4.1e-07	0.414294	1
4.11e-07	0.425815	1
4.12e-07	0.43711	1
4.13e-07	0.448182	1
4.14e-07	0.459037	1
4.15e-07	0.469678	1
4.16e-07	0.48011	1
4.17e-07	0.490336	1
4.18e-07	0.500362	1
4.19e-07	0.51019	1
4.2e-07	0.519825	1
4.21e-07	0.52927	1
4.22e-07	0.53853	1
4.23e-07	0.547607	1
4.24e-07	0.556506	1
4.25e-07	0.56523	1
4.26e-07	0.573782	1
4.27e-07	0.582166	1
4.28e-07	0.590385	1
4.29e-07	0.598442	1
4.3e-07	0.606341	1
4.31e-07	0.614085	1
4.32e-07	0.621676	1
4.33e-07	0.629118	1
4.34e-07	0.636413	1
4.35e-07	0.643565	1
4.36e-07	0.650577	1
4.37e-07	0.65745	1
4.38e-07	0.664188	1
4.39e-07	0.670794	1
4.4e-07	0.67727	1
4.41e-07	0.683618	1
4.42e-07	0.689841	1
4.43e-07	0.695942	1
4.44e-07	0.701923	1
4.45e-07	0.707787	1
4.46e-07	0.713535	1
4.47e-07	0.71917	1
4.48e-07	0.724694	1
4.49e-07	0.730109	1
4.5e-07	0.715748	0
4.51e-07	0.701668	0
4.52e-07	0.687866	0
4.53e-07	0.674335	0
4.54e-07	0.661071	0
4.55e-07	0.648067	0
4.56e-07	0.635319	0
4.57e-07	0.622822	0
4.58e-07	0.610571	0
4.59e-07	0.59856	0
4.6e-07	0.586786	0
4.61e-07	0.575244	0
4.62e-07	0.563928	0
4.63e-07	0.552836	0
4.64e-07	0.541961	0
4.65e-07	0.5313	0
4.66e-07	0.520849	0
4.67e-07	0.510604	0
4.68e-07	0.50056	0
4.69e-07	0.490714	0
4.7e-07	0.481061	0
4.71e-07	0.471598	0
4.72e-07	0.462321	0
4.73e-07	0.453227	0
4.74e-07	0.444312	0
4.75e-07	0.435572	0
4.76e-07	0.427004	0
4.77e-07	0.418605	0
4.78e-07	0.41037	0
4.79e-07	0.402298	0
4.8e-07	0.394385	0
4.81e-07	0.386627	0
4.82e-07	0.379022	0
4.83e-07	0.371566	0
4.84e-07	0.364257	0
4.85e-07	0.357092	0
4.86e-07	0.350068	0
4.87e-07	0.343182	0
4.88e-07	0.336431	0
4.89e-07	0.329813	0
4.9e-07	0.323326	0
4.91e-07	0.316966	0
4.92e-07	0.310731	0
4.93e-07	0.304618	0
4.94e-07	0.298626	0
4.95e-07	0.292752	0
4.96e-07	0.286994	0
4.97e-07	0.281348	0
4.98e-07	0.275814	0
4.99e-07	0.270389	0
